ID zgrism zgrism_hdr_- zgrism_hdr_+ lmass lmass_hdr_- lmass_hdr_+ sSFR sSFR_hdr_- sSFR_hdr_+ Av AV_hdr_- Av_hdr_+ lSigma1 lSigma1_sig tq tq_hdr_- tq_hdr_+ z50 z50_hdr_- z50_hdr_+
GND-24177 0.9372334623336535 0.0019073047500272056 0.0017983159071685018 10.956919537428668 0.028878527846988078 0.025332041971040553 -12.18960288919918 0.22989068816198177 0.47302841384560246 0.0013566476370239695 0.0 0.04253861067992148 9.93009892980005 0.033607896266169765 1.6564808469118897 0.6520327752360245 0.4486399093378444 3.6656020731930443 0.8002397396077208 0.4789590678409583
GND-23081 0.9378601711854082 0.0009727098498485409 0.0012753306920235685 11.147741335582648 0.023916090010061453 0.015637443468119017 -12.150973350706916 0.19791928664719194 0.2112165723666557 0.17339402543556837 0.03730369927945204 0.04521660518721454 10.251942600012685 0.02767442259032359 1.2868564214162306 1.760784757227495 0.511557962745823 4.210957700354999 0.7178375531082808 1.0237225162350887
GND-22213 0.9384001935490498 0.0006268118966341607 0.0006268118966341607 11.186904676564993 0.02098650604416008 0.023484899620843436 -12.246868764884756 0.024898719502514766 0.5103605989203128 0.014411258993152223 0.012784191674193836 0.0759061380655259 10.403345871463776 0.03167420212318989 2.1232510682222836 0.4944908329636271 0.3543283166091381 5.379039348788015 1.0547454358794948 1.150744271436312
GND-33453 0.9389176216188193 0.002676515258686174 0.0030110796660220984 10.623196619057484 0.04790509885323857 0.037784303320865575 -12.177515566033417 0.6453793313843548 0.30725311576470915 0.1805032670212722 0.06375006185952141 0.08378579558679952 9.716196602439622 0.046423083326461057 2.1342990243146773 1.1564752886830056 0.9918366422793511 3.21397408216403 0.9055224505282062 2.236281666596104
GND-23758 0.9409361989607705 0.0016651020767501912 0.002234742260901701 11.187514038074545 0.035732607504238345 0.025906140440572045 -11.871435922144293 0.17097634693520547 0.44334855626974345 0.4928764855312313 0.14525408905171677 0.052819668746078685 10.133029249089168 0.03365793933883405 1.4897675972543998 0.596086400338986 0.32975246196646313 3.2590118236310723 0.5758259766470442 0.44093395641043065
GND-22246 0.9416172969648031 0.0008518674180122421 0.0007301720725818583 11.048071228449146 0.016374258633533145 0.012779909177391247 -12.182614090207812 0.2590153590558977 0.23754286304449046 0.0014278313927940918 0.0 0.013655888510379174 10.039211350049076 0.023268823044121655 2.2273255287881955 0.8554011248974759 0.6031594512301106 5.240392086205211 1.0912800941389014 1.7226052785087527
GND-26673 0.9416773144789368 0.0011345011382706272 0.0010777760813569515 10.71791047491976 0.017377545384331228 0.010172221688389271 -11.921950247029931 0.4516899621734698 0.0968525783485763 0.07100523026599781 0.028934908356759256 0.026454773354751326 9.815815466018245 0.022483625076323805 1.1276625193231509 0.39672312105172347 0.15260697795725744 2.0686279820809035 0.1925488501769601 0.05158540592295324
GND-27951 0.9431862505354363 0.0037483945954319697 0.0037483945954319697 11.187002226437322 0.014400955148698102 0.02714026162638916 -12.276376977533829 0.5010207460050857 0.04830720514224751 0.08580009795115703 0.022891181252067017 0.046987161517400705 10.196579511713514 0.027865462540674808 0.432172554670859 0.3838016008820638 0.2364820126934563 8.055291180560491 1.4425571009803368 1.5999451187610703
GND-37340 0.9447703172858831 0.0007809439953855302 0.0009111013279498037 11.010451253087762 0.01062634178184041 0.010626341781836857 -12.403455163936 0.2908734415735399 0.13486611831381623 0.01527456484359494 0.011434139287755803 0.009147311430204643 10.172723373293294 0.019187519724398628 1.2928737702784332 0.1793825495175081 0.15340707141045967 3.7179004952896864 0.2684242281745437 0.2170625658922587
GND-12793 0.9525748596200346 0.0016422356168277474 0.0038318831059315217 10.86441548731824 0.02725012369802471 0.019818271780380314 -11.4359383456842 0.17878647318152474 0.21931336807190505 0.1354897741480348 0.05788993995089797 0.09194284580436735 9.91153024608772 0.03210398323286702 1.8562338595961843 0.4441486892773849 0.24792934050336365 2.703615722382429 0.29300964701076326 0.1852131336120717
GSD-38191 0.9770055925780763 0.0016759948944872205 0.002855398709126322 10.60190736515054 0.02573497694794824 0.01758556758109897 -11.645267033292091 0.06984889444142617 0.6599209845319631 0.20646533691259272 0.06999769489375127 0.0360925614295905 9.75543319330375 0.030140766621939104 1.3597068310080012 0.6397815016452657 0.18691735358751949 2.840636533881813 0.30398392025777854 0.23001828582597783
GSD-39850 0.979553597535292 0.0009394621406124681 0.001294934301925288 10.671759540564905 0.02006753557027885 0.017141019966279814 -12.258375364226692 0.4355158530557848 0.4293799179737814 0.03629508193886097 0.019491097823758956 0.045288139061086974 9.966325716511237 0.02717036607510601 1.8478349554292404 0.5754191259072191 0.17137396177420114 2.2684725865501827 0.3310909158348456 0.11569474690265924
GND-36161 0.9814005356293015 0.03399134172514395 0.009502955751115483 10.73068800815307 0.04379156353534874 0.043061704143095625 -11.677979539253434 0.303509126826528 0.4599140638765551 0.0016684805929057414 0.0 0.040921174354877854 9.911328590437586 0.04793741111806019 1.3462469519735905 1.0681554238334818 0.5053261784764045 2.5985855132218028 0.6709087193480017 0.40130833149386547
GSD-19148 0.9819184955602127 0.0012790694484514642 0.0012316965059162577 11.390852184780087 0.021433180020011378 0.01567501225344259 -12.591329431158506 0.3880305821921102 0.22084599610701616 0.1813530148533279 0.07028208703597014 0.058190545180319325 10.375318681629434 0.027080540299873845 0.9154652673466539 1.2069211220491214 0.45446167136130905 2.917489232868667 0.30245046512455565 0.17239444186516284
GND-22363 1.0035851225282748 0.0018594551183452879 0.001682364154693028 10.683287907502011 0.01212875388007184 0.014069354500881204 -11.87394103080916 0.12125427837123937 0.20905321718322334 0.011766216592763706 0.010326022207343088 0.008605018506119243 9.93830767357932 0.01997353358868682 1.3661406678053982 0.3865487091526881 0.153706828542875 3.656114151504999 0.5468816218772115 0.08578924121887965
GND-27185 1.0161447094190872 0.001516676719981902 0.0026963141688567394 11.106476897712477 0.02855281486112915 0.03023239220590135 -11.804202912040285 0.2132025391498349 0.5249899656415771 0.34671177470269243 0.08315760450772458 0.08607541519220613 10.276564246381296 0.03641502188721484 2.0313384748320136 0.5381308216803685 0.37919833979751205 2.9998001540815644 0.5257491617163947 0.45064303787819204
GSD-42221 1.0161508947636926 0.0038098160707757955 0.0033865031740232254 10.68269995805941 0.04020949267505358 0.01660826871360932 -11.58136459300694 0.171703707210499 0.1209272527752514 0.020873320167291997 0.01881505668805575 0.07408428570921952 9.721493583158857 0.03336438259040731 1.23415926002852 0.3996773155677493 0.35452153687729504 3.1029672508878545 0.40061908762661247 0.3373201821271752
GND-16758 1.01623537173367 0.0012863183764575403 0.0013981721483236065 10.978642243654505 0.0441900677593523 0.033723999079501965 -11.650835901544793 0.4103559884121619 0.22707071985654714 0.5637011048897778 0.051371538463875766 0.05853966010999789 10.067438520643083 0.06472908253261181 1.1698485421722489 0.6293573334100123 0.5293908854997452 2.4763403281434893 0.43686009789275015 0.36310672081219675
GND-12078 1.0163709233907974 0.0014862304715421715 0.00179730196558614 10.797065911967628 0.026351557481117283 0.02419159375315516 -10.854951163892755 0.0695046350597206 0.8583823515610902 0.2707194942766509 0.10149926085450672 0.08733657329341282 9.892910407543443 0.032067888337243354 1.8080396661745288 0.5321719867585849 0.2485696653474731 2.070087158806767 0.2965858677607147 0.1708648188113311
GSD-39170 1.018142320964341 0.0014173705196371955 0.0008352361990722201 11.396621079013798 0.01870184422196175 0.017508109484388967 -12.528176863111117 0.009326388079390568 0.6081625645683832 0.021168142079345798 0.01116702530818952 0.025125806943426417 10.36787522976774 0.0265844082523478 0.5396274989325995 1.5816731087928582 0.24343613581742463 6.41056990370996 1.4189393946975342 1.4926826012462593
GSD-43615 1.0206983360885422 0.0015200171314879718 0.0013818337558983984 10.881119318138904 0.012440956785024326 0.021919781002182503 -11.751105285123467 0.43287077593091716 0.11682157235133417 0.3863367013976168 0.04639504470602518 0.03424396156873283 9.988037098118774 0.03578485613478513 0.37466153980757166 0.3139787340995758 0.28758395596334135 5.717538172145268 0.8114407216185331 0.5985539127213242
GND-22633 1.0219847825272397 0.0073738673329957205 0.006091455622909692 10.722103979032669 0.08349253010763569 0.02946795180269568 -10.838544535457224 0.33366273933210877 0.3753114999471556 0.8687546829337114 0.13721692707793964 0.06445037483963822 9.786085124190752 0.07952134070960921 2.1490047955290885 0.9336013007089027 0.7980342478659497 2.581870153292777 0.6533091572496941 0.7955277444862285
GSD-39241 1.0237891703736695 0.001362516420808424 0.0030278142684634357 11.105052536422946 0.018479993622726454 0.018479993622726454 -11.91601732152896 0.05183623587593367 0.32885149924665313 0.26478481000025644 0.040895492780043174 0.038228395424822925 10.148508924850715 0.027351880599750543 1.4352055043974938 0.4439133390968443 0.19576832991324197 3.855604514358632 0.6865084435375972 0.2787695972158404
GSD-39631 1.0288015498097398 0.0026755339723478766 0.0034898269204537424 10.898148813629952 0.026432581767632968 0.015232335255923601 -12.890866144698272 0.5806076072462343 0.7097642169936798 0.24930513974241314 0.031353036890235664 0.11428687640634311 9.975110769787932 0.02667906165708817 0.8636815529497981 1.7712147490239212 0.3528033358813842 4.181044598117137 1.099388398766652 0.705411535694501
GND-37955 1.0300174021411395 0.004104741829071168 0.004420491200538557 11.061559546480048 0.0412184943395868 0.03778361981128775 -11.999258882710677 0.5273806500879701 0.15978733136921797 0.23422471710490284 0.06723882179678373 0.15302628408923197 9.953754046562905 0.04919125115108165 1.1045996846495236 1.574491249000832 0.27136453180759235 4.8989833442174415 1.2280366657579584 0.9259505845166878
GND-37210 1.0397717713212908 0.001725169028474749 0.0018545567056107437 11.123027425447367 0.019931928410802158 0.020980977274527746 -12.153786632517187 0.1904916154295524 0.31045978165770016 0.0013193114558887283 0.0 0.01594951375434402 10.190460189901877 0.027458593985156262 1.1701262330067412 0.3884207446351958 0.35519466272740985 3.3722548647977177 0.43162616869031245 0.3337746722221011
GSD-45972 1.0410770463782404 0.0015923294099668972 0.0014698425322769992 10.94289771129866 0.008701087944002595 0.009063633275001592 -11.939062945145475 0.3564086792111478 0.34077822264518254 0.001469987910465955 0.0 0.023485169136206532 9.765490620841588 0.02977279718412996 2.2670473611622315 0.7186791204535813 0.7887870885573184 4.522217832581904 1.2248316198847582 2.2562768617569056
GSD-44620 1.082907909946759 0.001214375363854714 0.003541928144576101 10.72259060095936 0.025888470569359612 0.018337666653296836 -11.839685968109205 0.2997182185506251 0.08716122257848546 0.04510323501772863 0.0410040746726855 0.04686179962592628 9.8020629610692 0.028376317595915992 0.5157829230556281 0.35822419628523783 0.5147415078355282 6.927415581061042 1.5008997599857796 1.3962043017284893
GSD-29928 1.0978804127780881 0.0004951608381227324 0.0013699449854733814 11.670553863534495 0.009988404131016537 0.010896440870201474 -12.080970033767258 0.3637501562524985 0.27845261250218556 0.3465420693368772 0.03785101179492595 0.018197601824483656 10.485444766719544 0.026643302222716415 1.5485916889345641 0.5606269185292821 0.4909097645625339 5.119196872593583 1.2961611148926218 1.5542515276418625
GND-30358 1.103873890851956 0.0052453833470935685 0.005245383347093346 10.594136065708469 0.028320726893721115 0.024780636032005532 -12.603423374851918 0.7063206159483713 0.35239244256576896 0.03398689687243016 0.027829705027834734 0.05978232931905238 9.767304272425553 0.03691360514137954 1.3735147729340533 0.5235198576834422 0.3272082523056734 2.4593741089857732 0.31213235013890994 0.2228584660231463
GND-23857 1.1208036286128034 0.013510648978969364 0.03096190391013831 10.5303600237309 0.02905791384715606 0.022300259464095973 -11.632479736994489 0.5300895984210268 0.12324108518362209 0.0018927744227774461 0.0 0.030276923310425044 9.639021775090978 0.03152613955589029 1.6598987300921233 0.9216175698594782 0.37707914190583514 3.1560432138929997 0.8183595493866793 0.4380926886879313
GSD-47691 1.1272405521582893 0.005394411158075929 0.0024897282268039334 11.085729007588675 0.017379541225626127 0.030158615656233678 -11.465205878305296 0.35775691893419825 0.26623318493790116 0.363798706242559 0.06100611115218274 0.12427170790259451 9.870515346557024 0.0371868192482847 1.6606089546865899 0.9373738849483028 0.1991014657130764 2.8621917637942613 0.785533110161146 0.08969120352272109
GND-21724 1.1328961231271204 0.004781800412134274 0.0065749755666844045 10.892598767044024 0.03193884898725585 0.02348444778474601 -11.826602319112824 0.2845646142664098 0.4467357677722017 0.249247340852932 0.06793410716195064 0.19335092038401347 9.919399666188452 0.035679285900782245 1.1837466034883946 0.6153279632287781 0.3840030102848039 2.8934002919993564 0.48537505663939795 0.3419476102825256
GND-37325 1.136402169801961 0.008696987232771347 0.009240548934819737 10.531284160139343 0.04072639212986573 0.03672051749413896 -11.202252147151135 0.529319063451565 0.2569029201621582 0.6313013848381066 0.22699241468982767 0.11230151042549363 9.818121170609295 0.04212003942751694 1.7698063551525844 0.8140617015497172 0.29343918102921057 2.5572750902944414 0.5933529654412824 0.2574204499068862
GND-22027 1.1411016207505522 0.002334482981820596 0.003501724472731116 10.829680674453828 0.03467739649278023 0.02934241241696789 -12.0432818427063 0.22711661924510196 0.4610397284994203 0.0017142182429630121 0.0 0.1668241863852394 9.93382596514153 0.03841074867145177 1.1046074000026698 0.5807367043624172 0.4550025020182495 3.06707628909643 0.5595401139264924 0.4051449083844836
GND-34694 1.1418836310946676 0.0024421596411219326 0.0027294725400774933 11.154066644701409 0.04197083568632465 0.04257041905327519 -11.352389074398209 0.3217746271828634 0.26107661388000203 0.3172736963639055 0.09552761122356929 0.06223768610020425 9.912780819368972 0.055878483697942884 1.8683402576025785 0.48738251700769836 0.4885265310731023 3.307160528117289 0.513858405573008 0.7163565484983554
GND-38102 1.145155716312551 0.008831500925198466 0.008312000870775105 10.556498791447394 0.02898976238259543 0.031947901401226275 -11.677362203526995 0.44308808603149785 0.43582989551591567 0.001616328054754903 0.0 0.1489394029004323 9.907615233391748 0.03643707278772865 1.8101517475642206 0.9033298273310674 0.5243485511444376 2.8069893254977134 0.6954970815591022 0.5626096906392273
GND-28451 1.1475037499565097 0.005871736537705452 0.0070950149830606435 10.615936177300362 0.020098570804178095 0.022012720404575248 -11.723873274282107 0.17503388946809828 0.4156601279250207 0.018452653264477856 0.01661982117430119 0.019943785409161432 9.833030220441545 0.02997465797321414 1.4568715980760332 0.652563632138463 0.43892075047932816 2.4614763583693966 0.4339769861936129 0.3809806077752249
GND-20432 1.1492622914518007 0.006277932516845386 0.005347868440276127 10.938348714529209 0.01683917084154629 0.036916643768009294 -11.826576015663566 0.22909616165811286 0.3508273663949595 0.1928914104264658 0.04919123568391515 0.12592956335082278 10.135053441989676 0.03159043579189521 1.4947744791751991 0.523645448025413 0.4823720279837196 4.679244257368338 1.024854193644945 1.4776039968478756
GND-17746 1.1517550514010444 0.00885980824040411 0.00775233221035343 11.058340275755395 0.03732842820466331 0.03673591347126148 -12.055133300266094 0.3415430652656344 0.5338535889448881 0.34992174457848535 0.08953934871305452 0.10297025102001267 10.239328100419403 0.04809064830739026 1.47962778626811 0.6461199134695845 0.40077211363646736 5.3756541969270195 1.2201576974609125 1.5073041087900672
GSD-39805 1.156102384540988 0.011959755132690875 0.016942986437978647 10.639949765374634 0.01917770158721588 0.03775609999983587 -12.000690273387278 0.28182411866488977 0.39581309712275115 0.07530586054049122 0.041777142023688714 0.100841377298559 9.699363625614168 0.036028596230813 1.6929049524192457 0.5180036141382436 0.3413874905510537 5.282879671491276 1.3904181263754518 0.6578953761787876
GSD-40476 1.2121786092172084 0.0013327281605914898 0.002513144531401723 10.741508701486115 0.07569267737174812 0.017137964687943708 -12.751479130108402 0.6550639091674118 0.5506286315512554 0.2537292456557291 0.05615810653940739 0.06276494260286714 9.950429848687676 0.051432682151721094 0.8649201875158958 0.659218147196708 0.5444685323189625 2.422116285888912 0.39936979523023286 0.3823234461947602
GSD-37828 1.2132199629639064 0.0029406162214884457 0.002371464694749026 10.613035457661773 0.029361466413069692 0.03051289646848332 -11.920860010252254 0.3975372310558871 0.33052973583413525 0.2253699765488176 0.10273536561941204 0.07856233841484453 9.851891387667653 0.03455628325485635 1.7390818066057154 0.5629213667409376 0.287608848492861 3.3336007265743173 0.5657689008077957 0.3962749228187632
GSD-40597 1.218653386499736 0.0025389986601227488 0.0007486790920874231 11.145395121477456 0.024146956334050174 0.023097088667356047 -12.426054494976805 0.6872839106751467 0.3618318911752514 0.5172600584341673 0.04813339190269916 0.050601770974632476 10.209074462679487 0.03160705929108267 1.0212035040501726 0.33724170769452017 0.143501947555057 2.3906050930466765 0.24440857701915064 0.0934342951142102
GND-34419 1.2205851382501605 0.0033095513195706694 0.00257409547077736 10.685849917615784 0.025842743693843317 0.03391860109816491 -12.204295571096624 0.47198625030713615 0.46361973291022274 0.012813617995633856 0.011333228224206127 0.03022194193121634 9.986146333352703 0.03976041161592791 1.094880664348899 0.7264304369074399 0.24910318968780862 2.22385112028542 0.43276237651047533 0.1489525225086319
GND-13191 1.2213875750047303 0.013324212575100303 0.014535504627381846 10.684238685010516 0.03224749527310422 0.035830550303446174 -11.5361367222074 0.3442620430709109 0.5770669331622873 0.5699513205029101 0.135531629449887 0.16080023833037438 9.882157417080302 0.037163665586885476 0.9767296971823844 0.4379278496799778 0.22207863878196835 2.286716420710569 0.28683072624023787 0.1509393172843123
GND-14713 1.2275649402761943 0.0033929108666903574 0.0043353861074377775 10.787138874387129 0.013733337253562183 0.012404304616115525 -11.45854984393108 0.2635025569553999 0.04679191303851837 0.00225108705715933 0.0 0.017163840005551545 9.932184742684592 0.025665127415967284 0.30959838018664465 0.3135180107128058 0.19645730248778287 3.4577382804769097 0.3611606692934619 0.10762985918858048
GND-17070 1.237946010791057 0.002167484239437689 0.004334968478875378 11.15456990090632 0.02980303482679325 0.02448106432201058 -11.974399399034377 0.19667512093584172 0.43350253109012904 0.0015527535596045338 0.0 0.018680706455174653 10.360144250327448 0.04173521362064967 1.4591999023744306 0.6021277974360958 0.47195858031641974 4.339975843678245 0.8755021751272958 0.6427155903893507
GSD-38785 1.2413149267513166 0.009751116138950966 0.01142273604848576 11.014874796539656 0.03707153565817123 0.032437593700899825 -10.988723795394474 0.22634377649136006 0.4233066573987898 0.2104055563811711 0.048922185202448815 0.09339689902285686 9.77299441366988 0.048948354845847766 1.6137076300861102 0.6094356318325426 0.3236331972093048 3.292703141967529 0.5820219051467928 0.504148032893347
GND-21156 1.254429740814485 0.0015597480328304325 0.0018252370596951728 11.30338351100254 0.012072543198652141 0.024780483407759846 -11.253618174837333 0.3101797653157199 0.12267259780856321 0.32545251174424256 0.04812457742392834 0.05592856295213289 10.242103970368474 0.03428718854194296 1.5675628215221087 1.0773784741184136 0.45018595934730826 3.3952692751472044 1.1175371650552202 0.6960379784824244
GSD-35774 1.2567704330937681 0.0024146305731929107 0.002716459394842108 11.208491485535973 0.030979018856957197 0.013695987284126687 -12.023290164802116 0.2628170049896763 0.42464706616008385 0.019882304101244884 0.012188527034175358 0.013622471391137168 10.118432570184664 0.02913890882060251 1.4440498586747663 0.37303733949726375 0.25689751841732705 3.594433673190388 0.3950673709979329 0.3746101189852
GND-37686 1.2585364491979156 0.0029048746504147793 0.0012801142527250065 11.108625505925682 0.02698721133195825 0.02923614560962129 -12.220544802345913 0.23358150994988058 0.7229799893939699 0.029042576192235135 0.026797641233900694 0.05709062697657105 10.232564823056258 0.034078115707478186 0.4966614155122899 1.0142422063910541 0.2663046852972649 3.4977226941262862 0.6955426302118846 0.20647303129853656
GSD-40862 1.3330952678565102 0.0037762491854953506 0.005286748859693269 11.114971095711418 0.020316626771503365 0.0165287811022381 -10.93457394646341 0.27918752744201214 0.012477568699008401 0.45461165471781445 0.04342170753126612 0.04884942097267436 9.901061329222237 0.04850562811658634 1.5110493974285895 0.22217699190018492 0.1467515382845418 3.154992490413043 0.2357185573582985 0.17361075520775548
GSD-46066 1.3333284690154144 0.0029473912412640857 0.003242130365390672 11.096341624600182 0.020873562370297805 0.01794393958148177 -12.458694336972739 0.3067216377931832 0.04513507353766322 0.0012695774265992447 0.0 0.005930628750893294 10.200640372034728 0.02523985541747752 0.33420544903286586 0.24910199373463626 0.19692372913348685 6.464827829715593 0.9992948229347149 0.47628552357081766
GSD-39804 1.338798366017628 0.0017020795853162074 0.004113358997847705 11.088206386304748 0.02261484876833464 0.015076565845554057 -11.540506156724867 0.0884060769929409 0.3274996957918095 0.3393048592416913 0.10643483993330685 0.03179222491514366 10.349401916431809 0.0371425544910536 1.0366525595088063 0.38101181617535185 0.16555097845187866 3.0054272161198 0.25234052951636166 0.16968541426355443
GSD-45775 1.3520557613548 0.006621865496113211 0.004782458413859381 11.283992609823397 0.017375068870311594 0.025827805077490495 -11.316767934293336 0.12409167024415346 0.11966977121575972 0.08456593743895957 0.03423864439943543 0.04614773810358691 9.739065708064194 0.04016562416577318 1.4250778205266381 0.37047635103673476 0.19684983839833173 5.8216392623934805 1.1701649026561292 0.5114740441802725
GND-36530 1.3621617463781455 0.002384074284363713 0.0032255122670803438 11.02436058253316 0.014761070580821212 0.00999943490958799 -11.291692173706057 0.07954521970077266 0.48347739664769307 0.0015051886386368812 0.0 0.012051657280553924 10.030625682517794 0.02648137695278473 0.7419953386917237 0.23646271062905305 0.11222311770743683 3.2691929336470555 0.28397998862423535 0.09899163990940307
GSD-40623 1.4142586534540174 0.0033650086360998976 0.005187721647320842 11.03565889407081 0.012462943084752709 0.016885277727723746 -12.066071041489478 0.39110035684036504 0.011690948824309544 0.05178450901419315 0.04468348039850596 0.03108416027722155 9.998791808184201 0.032019881631279036 0.34792769413753444 0.3561032645659072 0.2672461124128908 9.277506872484905 1.8096452817437205 1.1609132320823061
GND-24345 1.414833444215818 0.013819213654906015 0.012283745471027618 10.56712196571473 0.04015539006507396 0.008751815783412553 -11.64443577610714 0.15990551700908817 0.49701715403992 0.002166404114194285 0.0 0.03715196627818459 9.923482355606529 0.027523515111411267 0.8934958334626066 0.23647311820876635 0.2156167169758158 4.90220556772822 0.5612500355104997 0.5714671073395232
GND-16574 1.4558679965256491 0.00509588866810029 0.004777395626343939 10.581316732977367 0.041405880483438295 0.027819575949813213 -11.667079581777783 0.4714776578089346 0.21305928960523168 0.18124853750928505 0.12754816573272257 0.15487991553259162 9.885405080534552 0.03753169861188732 1.0378565465382026 0.2901964219979202 0.2610747764706427 3.106248024505245 0.3030170726399608 0.3234210128099386
